Date,LW_down,SW_down,T2m,Nao,GBI
1982-02-05,329.63522868565883,205.8143528081437,262.9171499735207,0.689999998,5540.123352290666
1982-02-06,328.26189823664856,207.80900890136454,263.546837026414,1.088000059,5523.335109604379
1982-02-07,326.52766580393325,211.80930117368032,264.46467614883545,1.100000024,5502.493460711414
1982-02-08,324.8883315025961,215.03724746128103,264.1018962148257,1.167999983,5484.087226501804
1982-02-09,323.99907264293756,216.42742096275668,263.3936888335479,1.241000056,5472.659087736938
1982-02-10,324.32232158345437,214.28898243070776,263.57780129034114,1.202000022,5465.867574026472
1982-02-11,324.81633729436817,213.7324374151142,264.1010859786049,1.503000021,5456.265242765882
1982-02-12,324.6951819491682,212.95041904344134,264.0544765120814,1.674000025,5447.791166882531
1982-02-13,324.8657930425599,211.75357817152064,264.0051078975363,1.567000031,5448.136384923202
1982-02-14,325.4201514090687,210.90144981171792,264.2150074331125,1.154999971,5454.323028259641
1982-02-15,326.0271274448139,205.16513054492367,264.8091782220952,0.907000005,5462.1963491770875
1982-02-16,327.05006298699783,205.09040770558804,265.07153614579653,0.685000002,5466.116019611809
1982-02-17,326.4682570689659,207.20236491299724,265.6728221510445,0.246000007,5464.218895190269
1982-02-18,325.4893838833393,209.30914721748536,266.4016250995276,0.046999998,5464.641113932132
1982-02-19,325.81129618809246,213.91241433341528,266.84693101743545,0.169,5470.181375687961
1982-02-20,326.6061938539557,213.9039788338788,267.3549876880802,0.177000001,5475.915114124471
1982-02-21,328.23257196723137,213.00181569238075,267.64151276208275,0.273999989,5479.712579803385
1982-02-22,329.3111980207532,212.50793059322615,267.0670946086985,0.449999988,5492.9743949436825
1982-02-23,330.24046710005047,215.35987217876047,265.9208480355727,0.658999979,5516.126532551721
1982-02-24,331.46202813230934,213.87202453349542,264.98231618990167,0.531000018,5533.927617804014
1982-02-25,332.8575953551487,204.30916100573606,264.3007268214875,0.365999997,5550.252468742527
1982-02-26,333.44085147835256,203.56096505377266,264.2155643919529,0.412999988,5579.850698122631
1982-02-27,333.3962832282085,201.33775600652214,264.5380334420815,0.535000026,5612.291523391128
1982-02-28,333.7138316581792,199.7165927488801,264.8193179724288,0.768999994,5629.588068847958
1982-03-01,334.3239897436152,201.69265083516993,265.0164920687869,1.059000015,5633.769310385077
1982-03-02,335.16955020837986,200.91958375398653,265.41512319135495,0.796000004,5626.96975297147
